n,ensemble_size,jobs,wall_train_sec,member_time_sum_sec,member_time_mean_sec,member_time_std_sec,effective_speedup,train_acc,test_acc,test_f1,test_auc,test_log_loss,test_brier,test_disagreement,test_prob_variance,test_ece_uniform,test_mce_uniform,test_ece_adaptive,test_mce_adaptive
10,5,14,2.7662896249676123,4.918036041082814,0.9836072082165629,0.09645153752641289,1.7778456733865655,0.9625,0.95725,0.957345971563981,0.9539188963175168,0.23624907838055645,0.05373466041310452,0.00625,0.007809602437961582,0.0999728456739538,0.4745484581212067,0.08654423099884825,0.16690455726483924
