n,ensemble_size,jobs,wall_train_sec,member_time_sum_sec,member_time_mean_sec,member_time_std_sec,effective_speedup,train_acc,test_acc,test_f1,test_auc,test_log_loss,test_brier,test_disagreement,test_prob_variance,test_ece_uniform,test_mce_uniform,test_ece_adaptive,test_mce_adaptive
12,5,14,4.797335040988401,15.727038164972328,3.1454076329944654,0.2598627718715101,3.278286388296963,0.9619270833333333,0.9679166666666666,0.9681686647374949,0.9684143691415976,0.17140064447152645,0.03650577054714405,0.00625,0.0025773114144148077,0.05128677058536488,0.4006520666564798,0.043575393043477496,0.11409579930632964
