n,ensemble_size,jobs,wall_train_sec,member_time_sum_sec,member_time_mean_sec,member_time_std_sec,effective_speedup,train_acc,test_acc,test_f1,test_auc,test_log_loss,test_brier,test_disagreement,test_prob_variance,test_ece_uniform,test_mce_uniform,test_ece_adaptive,test_mce_adaptive
18,5,14,49.618528458988294,193.26087283203378,38.65217456640676,6.400209869205241,3.8949335829612854,0.9976041666666666,0.9723611111111111,0.9723265192601863,0.9718249206655031,0.16482488125171332,0.030934899491523938,0.1123611111111111,0.013111217045049047,0.035173787234586966,0.539076887128835,0.029068640408673654,0.09085533530533907
