n,model,acc_mean,best_params
14,MLP,0.9622767857142858,"{'clf__activation': 'relu', 'clf__alpha': np.float64(1.169533889771073e-05), 'clf__batch_size': 128, 'clf__hidden_layer_sizes': (256,), 'clf__learning_rate': 'constant', 'clf__learning_rate_init': np.float64(0.0008745102059417743)}"
