n,model,acc_mean,best_params
18,MLP,0.9470833333333333,"{'clf__activation': 'tanh', 'clf__alpha': np.float64(2.949870898355241e-05), 'clf__batch_size': 128, 'clf__hidden_layer_sizes': (384, 256), 'clf__learning_rate': 'adaptive', 'clf__learning_rate_init': np.float64(0.0012909794654157743)}"
