n,ensemble_size,jobs,wall_train_sec,member_time_sum_sec,member_time_mean_sec,member_time_std_sec,effective_speedup,train_acc,test_acc,test_f1,test_auc,test_log_loss,test_brier,test_disagreement,test_prob_variance,test_ece_uniform,test_mce_uniform,test_ece_adaptive,test_mce_adaptive
14,5,14,8.460558207938448,35.58234474796336,7.116468949592672,0.7234454192291135,4.2056734169829175,0.9678125,0.9666071428571429,0.9664333153832346,0.9665164429127413,0.17469819894313807,0.037407710567903485,0.010357142857142856,0.0028517718529952572,0.050006045593241934,0.5027218938580018,0.04036295384032077,0.10934738340289554
