n,ensemble_size,jobs,wall_train_sec,member_time_sum_sec,member_time_mean_sec,member_time_std_sec,effective_speedup,train_acc,test_acc,test_f1,test_auc,test_log_loss,test_brier,test_disagreement,test_prob_variance
18,5,14,52.78040745900944,207.59634924901184,41.51926984980237,6.591603477035191,3.933208537850646,0.9976041666666666,0.9723611111111111,0.9723265192601863,0.9718249206655031,0.16482488125171332,0.030934899491523938,0.1123611111111111,0.013111217045049047
