n,ensemble_size,jobs,wall_train_sec,member_time_sum_sec,member_time_mean_sec,member_time_std_sec,effective_speedup,train_acc,test_acc,test_f1,test_auc,test_log_loss,test_brier,test_disagreement,test_prob_variance
12,5,14,4.823738999897614,15.806919500930235,3.161383900186047,0.2997686825145387,3.2769019014639356,0.9619270833333333,0.9679166666666666,0.9681686647374949,0.9684143691415976,0.17140064447152645,0.03650577054714405,0.00625,0.0025773114144148077
