n,ensemble_size,jobs,wall_train_sec,member_time_sum_sec,member_time_mean_sec,member_time_std_sec,effective_speedup,train_acc,test_acc,test_f1,test_auc,test_log_loss,test_brier,test_disagreement,test_prob_variance
14,5,14,9.36697600001935,35.09343308384996,7.018686616769992,0.6764062902206891,3.7465061385635523,0.9678125,0.9666071428571429,0.9664333153832346,0.9665164429127413,0.17469819894313807,0.037407710567903485,0.010357142857142856,0.0028517718529952572
