n,ensemble_size,jobs,wall_train_sec,member_time_sum_sec,member_time_mean_sec,member_time_std_sec,effective_speedup,train_acc,test_acc,test_f1,test_auc,test_log_loss,test_brier,test_disagreement,test_prob_variance,test_ece_uniform,test_mce_uniform,test_ece_adaptive,test_mce_adaptive
20,5,14,14.497918416047469,54.725305333849974,10.945061066769995,2.731390862327889,3.774700875214995,0.9735625,0.962,0.9616452182689882,0.9716995266815218,0.2223414989829113,0.052656188192981915,0.323875,0.03203898173862697,0.09779697288434318,0.3032359689764774,0.08932211134580607,0.2525146084922611
